Reviews,Sentiment,NormalizedReviews
ya  hazar may b mil sakta hai,0,yeh  hazar may bhi mil sakta hy
acha kaam kar rha hai slim hai aur features b thek hai,1,acha kaam kr rha hy slim hy aur features bhi thek hy
mujhe kal phone mila packing behtareen thi aur lawazmaat bilkul theek thay mein ne raat ko apne phone ko charge kya aur ab aaj yeh charging cable kaam nahi kar rahi hai mein bohat mayoos sun hwa,-1,mujhe kal phone mila packing behtareen thi aur lawazmaat bilkul theek thay main ny raat ko apne phone ko charge kya aur ab aaj yeh charging cable kaam nahi kr rahi hy main bohat mayus sun hova
phone thek hai lakin processor kfi high quality ka hai,-1,phone thek hy lakin processor kafi high quality ka hy
phone acha hai lakin infinix ki bttery kaam hai,-1,phone acha hy lakin infinix ki bttery kaam hy
ground lick round karnrz light uch d uch d daraz ki kharidari lekin bohat hi battery battery sirf  ghantay chalti hai,1,ground lick round karnrz light uch de uch de daraz ki kharidari lekin bohat hy battery battery sirf  ghantay chalta hy
haae mein iss ki masnoaat ko bohat pasand karta hon agar aap mujhe muft namona bhaijtay hain tu mein iss numeral ko apne facebook account aur apne youtube channel par farogh day sakta hon,1,haae main iss ki masnoat ko bohat pasand krta ho agar aap mujhe muft namona bhaijtay hy tu main iss numeral ko apne facebook account aur apne youtube channel par farogh dain sakta ho
mry kuwaish hai k ya phone liay lo,0,mry kuwaish hy k yeh phone liay lo
daraz ke zareya usay dost ke l for pareshan kya woh iss se mohabbat kar raha hai battery ka waqt achh aa hai aik din mein aik hi charge ziyada rehta hai dono  samnay aur peechay  kimps ke camera nateeja ko pasand kya,1,daraz ke zareya usay dost ke l for pareshan kya woh iss se mohabbat kr rha hy battery ka waqt achh aa hy aik din main aik hy charge ziyada rehta hy dono  samnay aur peechay  kimps ke camera nateeja ko pasand kya
pasy poori hoya may zaroor kaho ga k ya phone liay lo,0,pasy poori hoa may zaroor kaho ga k yeh phone liay lo
may ny note  liay hai lki usk auto rotaate aur gysro sensor kaam ny kar raha sai sy,0,may ny note  liay hy lki usk auto rotaate aur gysro sensor kaam ny kr rha sai say
jaldi mil gya aur phone b acha tha shukriya daraz,1,jaldi mil gya aur phone bhi acha tha shukriya daraz
sb kuch iss phone may bhot acha hai,1,sab kuch iss phone may bhot acha hy
agli din mila bhot achi quality hai shape b achi aur bki sb bhot acha hai,1,agli din mila bhot achi quality hy shape bhi achi aur bki sab bhot acha hy
may ny  july ko order kya tha aur  ko mil gya bhot acha phone hai,1,may ny  july ko order kya tha aur  ko mil gya bhot acha phone hy
july ko iss phone ka hukum diya  july ki subah usay masool sun hwa sab kuch bilkul kaam kar raha hai aur iss ka back cover bhi mila jis ki mujhe tawaqqa nahi thi masnoaat ki khidmat aur miyaar se bohat khush hon,1,july ko iss phone ka hukum diya  july ki subah usay masool sun hova sab kuch bilkul kaam kr rha hy aur iss ka back cover bhi mila jis ki mujhe tawaqqa nahi thi masnoat ki khidmat aur miyaar se bohat khush ho
ya bilkul cahrge ny kar rha aur waha likha tha k acha charge karta hai mujhy pasy wapis chya hai,0,yeh bilkul cahrge ny kr rha aur waha likha tha k acha charge krta hy mujhy pasy wapis chya hy
bura hai kaam nai kar rha buri baat daraz,-1,bura hy kaam nai kr rha buri baat daraz
ya   incha ka hai acha kaam kar rha hai,1,yeh   incha ka hy acha kaam kr rha hy
quality ur pasay bhot achya hai,-1,quality ur pasay bhot achya hy
wire ki lengh b thek hai aur quality b achi hai,1,wire ki lengh bhi thek hy aur quality bhi achi hy
yeh herat angaiz phone hai  design sab se acha hissa tarseel ka waqt tha mein nay usay sah pehar teen bujey order kya aur aglay din dopehar  bujey pouncha diya gaya,1,yeh herat angaiz phone hy  design sab se acha hissa tarseel ka waqt tha main ny usay sah pehar teen bujey order kya aur aglay din dopehar  bujey pouncha diya gya
mein nu muwasilat  se nokia  aur iss ke lawazmaat khareed raha hon aur wahan mujhe bohat hi kaam waqt muhayya hota hai aur numeral tawaqqa se ziyada aur behtar hai,1,main nu muwasilat  se nokia  aur iss ke lawazmaat khareed rha ho aur wahan mujhe bohat hy kaam waqt muhayya hota hy aur numeral tawaqqa se ziyada aur behtar hy
nokai  bhot bura phone h storage nai h iss may apni pasy waste na karo iss p,-1,nokai  bhot bura phone hy storage nai hy iss may apni pasy waste ny karo iss p
mera phone band ho gya aik hafta usay k bd,-1,mera phone band ho gya aik hafta usay k bd
aik majmoi tor par uch good tajurbah jaisay ke phone mein mazkoorah baala tafseelaat aur khususiyaat se bhar poor andaaz mein masool hota hai shukriya daraz aur tally naar,1,aik majmoi tor par uch good tajurba jaisay ke phone main mazkoorah baala tafseelaat aur khususiyaat se bhar poor andaaz main masool hota hy shukriya daraz aur tally naar
aik hafta ke sath mein ne meri masnoaat haasil ki umdah  aur taiz khidmat mein munasib qeemat mein iss numeral se bohat mutmaen hon mein daraz ka bohat mashkoor hon,1,aik hafta ke sath main ny meri masnoat haasil ki umdah  aur taiz khidmat main munasib qemat main iss numeral se bohat mutmaen ho main daraz ka bohat mashkoor ho
achi qulity ka phone hai aur keemat b kaafi kaam hai,1,achi qulity ka phone hy aur qemat bhi kaafi kaam hy
mobile v good hai yeh pesey mein sasta aur miyaar mein aaccha hai aik sasta mobile honay ke ilawa mobile mein  aam pi back aur  aam pi front kamera hai mobile mein  version have hai yeh aik achi alamat hai kyunkay sastay mobile mein  version get milna nayab hai mein   hon mein nai mobile ka tajurbah kya hai yeh bohat aaccha hai iss mein  jee bi room hai aur  jee bi raam aam mobilon ki terhan isi terhan ke deegar mobile  taq hain aap ko usay khareedna chahiye,1,mobile v good hy yeh pesey main sasta aur miyaar main aaccha hy aik sasta mobile honay ke ilawa mobile main  aam pe back aur  aam pe front kamera hy mobile main  version have hy yeh aik achi alamat hy kyunkay sastay mobile main  version jeet milna nayab hy main   ho main nai mobile ka tajurba kya hy yeh bohat aaccha hy iss main  jee bi room hy aur  jee bi raam aam mobilon ki terhan isi terhan ke deegar mobile  taq hy aap ko usay khareedna chahiye
varnti card aur har cheez mein ab tak sab se oopar hai,1,varnti card aur har cheez main ab tak sab se oopar hy
achi keemat bank alflah discount b di rha hai,1,achi qemat bank alflah discount bhi di rha hy
mein nay pehlay  thisishypenhere garam   thisishypenhere garam  aur  thisishypenhere note  khareed liya mere aakhri tajarbay ke mutabiq yeh garam shehwat angaiz  piro behtareen hoga,1,main ny pehlay  thisishypenhere garam   thisishypenhere garam  aur  thisishypenhere note  khareed liya mere aakhri tajarbay ke mutabiq yeh garam shehwat angaiz  piro behtareen hoga
mein chnyot se aakhri qareeb order karta hon aur aglay hi din order wusool karta hon  asli aur mukammal tor par pack hai,-1,main chnyot se aakhri qareeb order krta ho aur aglay hy din order wusool krta ho  asli aur mukammal tor par pack hy
acha phone hai lakin mila thori dar sy hai,-1,acha phone hy lakin mila thori dar say hy
kaafi acha phone hai aur features b achay hai,1,kaafi acha phone hy aur features bhi achay hy
box mein muhafiz behtareen miyaar ka nahi hai yeh sheeshay ka muhafiz nahi hai daraz dot pi ke par  show glass,1,box main muhafiz behtareen miyaar ka nahi hy yeh sheeshay ka muhafiz nahi hy daraz dot pe ke par  show glass
uuuuuururrvvvl mera naya phone bomb chashmi  herat angaiz qeemat nuqta aur mujhe khobsorat flask aur khobsorat muqarareen bhi pasand hain jo iss ke sath tohfay ke tor par aye thay,1,uuuuuururrvvvl mera naya phone bomb chashmi  herat angaiz qemat nuqta aur mujhe khubsurat flask aur khubsurat muqarareen bhi pasand hy jo iss ke sath tohfay ke tor par ai thay
daraz sy khareda hai aur may bhot mutmain ho iss sy,1,daraz say khareda hy aur may bhot mutmain ho iss say
ya sb sy acha phone hai infinix k sb phones may sy,-1,yeh sab say acha phone hy infinix k sab phones may say
star  mega battery  ke liye jo aap baar baar chattaan karte hain,0,star  mega battery  ke liye jo aap baar baar chattaan karte hy
din may aa gia h aur speed bhi achi h price k lia,-1,din may aa gia hy aur speed bhi achi hy price k lia
ya cable mry phone ko jaldi charge nai kar rhi,0,yeh cable mry phone ko jaldi charge nai kr rhi
din may mila aur sai kaam kar rha hai,1,din may mila aur sai kaam kr rha hy
speed achi hai aur kaam b bhot achi sy kar rha hai,1,speed achi hy aur kaam bhi bhot achi say kr rha hy
may ny new phone aur ie bhot acha kaam kar rha hai,1,may ny new phone aur ie bhot acha kaam kr rha hy
may ny iss ko istematl kya aur acha kaam kar rha ya,1,may ny iss ko istematl kya aur acha kaam kr rha yeh
aam aayi note  bohat sust charge hai aur iss mein  ghantay se ziyada waqt hai sale charging ke douran yeh bohat garam hai lehaza larke kharidari se pehlay sochte hain aur ost set bhi karte hain lekin daraz pk khidmat bohat achi hain,1,aam aayi note  bohat sust charge hy aur iss main  ghantay se ziyada waqt hy sale charging ke douran yeh bohat garam hy lehaza larke kharidari se pehlay sochte hy aur ost set bhi karte hy lekin daraz pk khidmat bohat achi hy
sb kuch bhot acha aur camra bs thek hi h,1,sab kuch bhot acha aur camra bs thek hy hy
yeh bohat acha hai aur umdah mobile daraz bohat mufeed app hai mein bohat khush hon daraz pk daraz pk ke zariye sab se barray  malik mein mobile khareedna,1,yeh bohat acha hy aur umdah mobile daraz bohat mufeed app hy main bohat khush ho daraz pk daraz pk ke zariye sab se barray  malik main mobile khareedna
bhot achi wakt p mil gya hai aur ie deal b bhot achi hai,1,bhot achi wakt p mil gya hy aur ie deal bhi bhot achi hy
mujhy mia chya kya aap mujhy asan kisto p di sakti hai,0,mujhy mia chya kya aap mujhy asan kisto p di sakti hy
may ya phone salo sy istemaal kar rhi ho ur ya acha phone h rozana istemaal k lya,1,may yeh phone salo say istemaal kr rhi ho ur yeh acha phone hy rozana istemaal k lya
acha phone hai lakin mujhy kaam keemat p chya,-1,acha phone hy lakin mujhy kaam qemat p chya
mein ne pi  khareeda hai yeh acha mobile hai lekin ab iss ke software ko up date karne ke baad mere paas  jee bi mein se sirf  jee aam free mimori hai yeh karkardagi aur battery ke waqt mein acha mobile hai,1,main ny pe  khareeda hy yeh acha mobile hy lekin ab iss ke software ko up date karne ke baad mere paas  jee bi main se sirf  jee aam free mimori hy yeh karkardagi aur battery ke waqt main acha mobile hy
ki tamam masnoaat ki alla sahet yabi se un ki qeematon mein khobsorat chashmi hai lekin mein delivery service se khush nahi hon daraz express numeral ki farahmi mein taqreeban aa aik hafta laga lehaza angothay iss ke neechay aa jayen,1,ki tamam masnoat ki alaw sahet yabi se un ki qeematon main khubsurat chashmi hy lekin main delivery service se khush nahi ho daraz express numeral ki farahmi main taqreeban aa aik hafta laga lehaza angothay iss ke neechay aa jayen
iss hadd mein achh build bil build quality kamera karkardagi aur battery ka waqt rakhnay wala behtareen phone iss terhan ki masnoaat ko mota arif karwnay ke liye usay daraz team ko jari rakhen,1,iss hadd main achh build bil build quality kamera karkardagi aur battery ka waqt rakhnay wala behtareen phone iss terhan ki masnoat ko mota arif karwnay ke liye usay daraz team ko jari rakhen
acha phone h kaam price may camera bs thek hai aur processor b kaafi fast hai,1,acha phone hy kaam price may camera bs thek hy aur processor bhi kaafi fast hy
signal ayntina iss phone se kamzor hai camera ost se bhi kaam hai sab se achi cheez triple slat tray hai,1,signal ayntina iss phone se kamzor hy camera ost se bhi kaam hy sab se achi cheez triple slat tray hy
ya phone bhot acha hai touch kaafi s mooth hai,1,yeh phone bhot acha hy touch kaafi s mooth hy
ya bhot acha phone hai koi bt ny agar china ka bana h tu baki wsy acha phone hai,0,yeh bhot acha phone hy koi bt ny agar china ka bana hy tu baki wsy acha phone hy
may bhot heeran ho inn ki prodect bejhny ki speed sy aur product b bhot achi haalat may hai,1,may bhot heeran ho inn ki prodect bejhny ki speed say aur product bhi bhot achi haalat may hy
yeh aik herat angaiz mobile hai mein ne pehlay hi aik khareed liya hai aur istemaal kar raha hon iss ko hbl shop feast mein khareedain iss terhan ke herat angaiz discount shopping fistyol ki paish kash par daraz ka shukriya,1,yeh aik herat angaiz mobile hy main ny pehlay hy aik khareed liya hy aur istemaal kr rha ho iss ko hbl shop feast main khareedain iss terhan ke herat angaiz discount shopping fistyol ki paish kash par daraz ka shukriya
mein guzashta  saloon se  honor  si istemaal kar raha hon lekin mustaqbil qareeb mein mera programme  note  ai khareedna hai jo kaam qeemat mein acha phone hai,-1,main guzashta  saloon se  honor  se istemaal kr rha ho lekin mustaqbil qareeb main mera programme  note  ai khareedna hy jo kaam qemat main acha phone hy
mein aaj ke ird gird   par order deta hon  ghanton mein numeral masool sun hwa bohat jald dilyori service daraz pk se discount ke sath  kehte hain mein iss numeral ki karkardagi se khush hon lekin iss ke kamera performance se mayoos hon warna mein dosaron ko bhi iss qeemat mein iss ki qeemat ada karne ki tajweez karta hon shukriya,-1,main aaj ke ird gird   par order deta ho  ghanton main numeral masool sun hova bohat jald dilyori service daraz pk se discount ke sath  kehte hy main iss numeral ki karkardagi se khush ho lekin iss ke kamera performance se mayus ho warna main dosaron ko bhi iss qemat main iss ki qemat ada karne ki tajaweez krta ho shukriya
acha hai lakin keemat kai ziyda h iss ki,1,acha hy lakin qemat kai ziyda hy iss ki
mein simsng aur phir aayi phone ka sarif tha lekin iss ke baad mein koi dosra phone khareedna pasand nahi karta one plus bohat hi zabardast hai,1,main simsng aur phr aayi phone ka sarif tha lekin iss ke baad main koi dosra phone khareedna pasand nahi krta one plus bohat hy zabardast hy
acha product hai lkin back cover nai mila galss b aur handfree b ny h,1,acha product hy lkin back cover nai mila galss bhi aur handfree bhi ny hy
mehangay honay par tanqeed karne walon ko yeh maloom hona chahiye ke one plus ke paas pakistan mein koi store frnchayz nahi hai aur usay daraamad karne mein paisa lagta hai iss ka chehra lock hai aur finger print scanning dosray number par hai  yeh aayi phone x ki nisbat chehra lock ka istemaal karte hue taizi se khoola hai   azeem hain sab kuch yeh aik hewan hai,1,mehangay honay par tanqeed karne walon ko yeh maloom hona chahiye ke one plus ke paas pakistan main koi store frnchayz nahi hy aur usay daraamad karne main paisa lagta hy iss ka chehra lock hy aur finger print scanning dosray number par hy  yeh aayi phone x ki nisbat chehra lock ka istemaal karte hui taizi se khoola hy   azeem hy sab kuch yeh aik hewan hy
waqai mein kya aik mobile har pehlu se bilkul durust hai lekin qeemat  jee bi raam aur  jee bi bohat asan hain,1,waqai main kya aik mobile har pehlu se bilkul durust hy lekin qemat  jee bi raam aur  jee bi bohat asan hy
achi chez hai lakin delivery slow hai back cover aur glass nai mila,-1,achi chez hy lakin delivery slow hy back cover aur glass nai mila
mehanga honay ke bawajood aur isi terhan ki chashmi  mili meter ke bawajood iss ki gimng salahiyaton ne usay taweel faaslay se shikast di hai lehaza gimng ke l eay mein kisi aur phone ki sifarish nahi karta hon qeemat thori ziyada hai lekin  jee bi internal aur head phone jack bara plus hai,-1,mehanga honay ke bawajood aur isi terhan ki chashmi  mili meter ke bawajood iss ki gimng salahiyaton ny usay taweel faaslay se shikast di hy lehaza gimng ke l eay main kisi aur phone ki sifarish nahi krta ho qemat thori ziyada hy lekin  jee bi internal aur head phone jack bara plus hy
aik mahinay se iss phone ka istemaal karte hue kabhi kabhi ta attul ka saamna nahi karna para battery ki zindagi bohat hi umdah hai dekho aur mehsoos karna bohat aaccha hai mujhe lagta hai ke yeh sayarah par apne behtareen phone w r t par har pehlu par hai,1,aik mahinay se iss phone ka istemaal karte hui kabhi kabhi ta attul ka saamna nahi karna para battery ki zindagi bohat hy umdah hy dekho aur mehsoos karna bohat aaccha hy mujhe lagta hy ke yeh sayarah par apne behtareen phone w r t par har pehlu par hy
